link,job,company,salary,area,experience,education,companytype,direction
https://jobs.51job.com/shanghai-jaq/144417013.html?s=sou_sou_soulb&t=0_0,电商主播,上海爱上艾企业管理集团有限公司,3-5万,上海-静安区,无需经验,本科,民营,批发/零售
https://jobs.51job.com/qingdao-cyq/144367203.html?s=sou_sou_soulb&t=0_0,主播,华初生物科技（山东）有限公司,6千-1.2万,青岛-城阳区,1年经验,大专,民营,快速消费品(食品、饮料、化妆品)
https://jobs.51job.com/guangzhou-pyq/141079286.html?s=sou_sou_soulb&t=0_0,主播/模特,广州智族服装有限公司,1-2万·13薪,广州-番禺区,1年经验,中技/中专,民营,互联网/电子商务
https://jobs.51job.com/nanjing-jnq/144359516.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/zhangjiagang/140877001.html?s=sou_sou_soulb&t=0_0,主播助理,江苏旌航汽车有限公司,3-3.5千,张家港,无需经验,无学历要求,民营,汽车
https://jobs.51job.com/qingdao-hdq/135192347.html?s=sou_sou_soulb&t=0_0,抖音主播,青岛同济孵化器有限公司,1-1.5万,青岛-黄岛区,1年经验,本科,民营,中介服务
https://jobs.51job.com/shenzhen-lgq/128088162.html?s=sou_sou_soulb&t=0_0,招募深圳龙岗酷狗主播女包住,深圳市超粤文化传媒有限公司,5千-1万,深圳-龙岗区,无需经验,无学历要求,创业公司,互联网/电子商务
https://jobs.51job.com/nanjing-jnq/144359589.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/guangzhou/129302757.html?s=sou_sou_soulb&t=0_0,主播助理/助播,广州简木商贸有限公司,8千-1万,广州,1年经验,大专,民营,互联网/电子商务
https://jobs.51job.com/shenzhen-luohuqu/141124626.html?s=sou_sou_soulb&t=0_0,汽车主播,深圳恒信奥龙汽车销售服务有限公司,1-2万,深圳-罗湖区,1年经验,大专,民营,汽车
https://jobs.51job.com/shenzhen-lhq/141686004.html?s=sou_sou_soulb&t=0_0,急聘：抖音主播（高提成）,广东小霸王实业有限公司,8千-1.6万,深圳-龙华区,1年经验,高中,民营,互联网/电子商务
https://jobs.51job.com/nanjing-jnq/144359507.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/suzhou/140956404.html?s=sou_sou_soulb&t=0_0,音频不露脸主播,石家庄纪国文化传媒有限公司,9千-1.2万,苏州,无需经验,大专,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/shenzhen-lhq/143343285.html?s=sou_sou_soulb&t=0_0,抖音主播,深圳市威麦科技有限公司,7千-1万,深圳-龙华区,1年经验,中技/中专,民营,电子技术/半导体/集成电路
https://jobs.51job.com/guangzhou-pyq/142819795.html?s=sou_sou_soulb&t=0_0,直播运营（国际进口美妆）-主播/副播,广州伊韵电子商贸有限公司,5千-1万,广州-番禺区,1年经验,大专,民营,互联网/电子商务
https://jobs.51job.com/nanjing-jnq/144359504.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/guangzhou-hdq/135240612.html?s=sou_sou_soulb&t=0_0,抖音主播,广州长生康生物科技有限公司,6千-1.2万,广州-花都区,1年经验,无学历要求,民营,制药/生物工程
https://jobs.51job.com/guangzhou-byq/131658259.html?s=sou_sou_soulb&t=0_0,游戏主播,广州望立网络科技有限公司,5千-1万,广州-白云区,1年经验,无学历要求,民营,互联网/电子商务
https://jobs.51job.com/nanchang/142598383.html?s=sou_sou_soulb&t=0_0,主播,江西陈香老酒实业有限公司,5-6千,南昌,1年经验,大专,民营,快速消费品(食品、饮料、化妆品)
https://jobs.51job.com/nanjing-jnq/144359577.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/yangjiang/144200149.html?s=sou_sou_soulb&t=0_0,高薪高提成抖音主播,广东唯纳健康产业集团有限公司,1-1.5万,阳江,1年经验,大专,民营,批发/零售
https://jobs.51job.com/beijing/140577061.html?s=sou_sou_soulb&t=0_0,音频主播（日结周结）交友,河北千鹰文化传播有限公司,1-1.5万,北京,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/hangzhou/144220303.html?s=sou_sou_soulb&t=0_0,主播运营,东台市苏江文化传媒有限公司,2-4万,杭州,无需经验,本科,创业公司,影视/媒体/艺术/文化传播
https://jobs.51job.com/nanjing-jnq/144359527.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/shenzhen-ftq/144396290.html?s=sou_sou_soulb&t=0_0,主播,中农海稻（深圳）生物科技有限公司,7千-1.4万,深圳-福田区,1年经验,大专,民营,农/林/牧/渔
https://jobs.51job.com/guangzhou-hzq/142419260.html?s=sou_sou_soulb&t=0_0,主播（抖音女装知名品牌高薪）,广东云山汇商贸发展有限公司,8千-1.2万,广州-海珠区,1年经验,大专,民营,批发/零售
https://jobs.51job.com/hangzhou/144220308.html?s=sou_sou_soulb&t=0_0,主播运营,东台市苏江文化传媒有限公司,2-4万,杭州,无需经验,本科,创业公司,影视/媒体/艺术/文化传播
https://jobs.51job.com/kunming-whq/144210596.html?s=sou_sou_soulb&t=0_0,视频主播,云南熙合生物科技有限公司,5千-1万,昆明-五华区,1年经验,无学历要求,民营,美容/保健
https://jobs.51job.com/hangzhou/144220306.html?s=sou_sou_soulb&t=0_0,主播运营,东台市苏江文化传媒有限公司,2-4万,杭州,无需经验,本科,创业公司,影视/媒体/艺术/文化传播
https://jobs.51job.com/nanjing-jnq/144359572.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/beijing/131592029.html?s=sou_sou_soulb&t=0_0,不露脸声音主播,霸州市铸煌文化传媒有限公司,1.5-2万,北京,无需经验,无学历要求,合资,影视/媒体/艺术/文化传播
https://jobs.51job.com/guangzhou-thq/143172652.html?s=sou_sou_soulb&t=0_0,游戏主播/游戏直播,海南绘梦科技有限公司,6千-1.2万,广州-天河区,1年经验,大专,民营,网络游戏
https://jobs.51job.com/ningbo-jbq/144301289.html?s=sou_sou_soulb&t=0_0,童装电商直播主播,宁波半山半水半亩田电子商务有限公司,6-8千,宁波-江北区,1年经验,无学历要求,民营,互联网/电子商务
https://jobs.51job.com/nanjing-jnq/144359580.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/beijing/140245453.html?s=sou_sou_soulb&t=0_0,声音主播（不露脸）,霸州市铸煌文化传媒有限公司,3-6千,北京,无需经验,无学历要求,合资,影视/媒体/艺术/文化传播
https://jobs.51job.com/chengdu-whq/144398499.html?s=sou_sou_soulb&t=0_0,主播,四川瑞幸康科技有限公司,1-2万,成都-武侯区,无需经验,无学历要求,民营,制药/生物工程
https://jobs.51job.com/chengdu-jnq/132870567.html?s=sou_sou_soulb&t=0_0,游戏主播,成都胜马科技有限公司,6-8千,成都-金牛区,无需经验,无学历要求,民营,网络游戏
https://jobs.51job.com/nanjing-jnq/144359510.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/guangzhou-pyq/141079286.html?s=sou_sou_soulb&t=0_0,主播/模特,广州智族服装有限公司,1-2万·13薪,广州-番禺区,1年经验,中技/中专,民营,互联网/电子商务
https://jobs.51job.com/shanghai-jaq/144417013.html?s=sou_sou_soulb&t=0_0,电商主播,上海爱上艾企业管理集团有限公司,3-5万,上海-静安区,无需经验,本科,民营,批发/零售
https://jobs.51job.com/qingdao-hdq/135192347.html?s=sou_sou_soulb&t=0_0,抖音主播,青岛同济孵化器有限公司,1-1.5万,青岛-黄岛区,1年经验,本科,民营,中介服务
https://jobs.51job.com/nanjing-jnq/144359571.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/chengdu-whq/138719211.html?s=sou_sou_soulb&t=0_0,全职主播（汽车展厅直播）,千城数智（重庆）网络科技有限公司,8千-1万,成都-武侯区,1年经验,无学历要求,民营,公关/市场推广/会展
https://jobs.51job.com/kunming/135503724.html?s=sou_sou_soulb&t=0_0,记者/主播/客服AE,昆明风云文化传媒有限公司,8千-1万,昆明,1年经验,大专,民营,广告
https://jobs.51job.com/wuhan-jhq/141766775.html?s=sou_sou_soulb&t=0_0,直播主播,湖北六桂盛世珠宝首饰有限公司,5千-1万,武汉-江汉区,1年经验,大专,民营,奢侈品/收藏品/工艺品/珠宝
https://jobs.51job.com/nanjing-jnq/144359568.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/shanghai/144367438.html?s=sou_sou_soulb&t=0_0,品牌主播,上海霓泛生物科技有限公司,1-2万,上海,2年经验,大专,民营,制药/生物工程
https://jobs.51job.com/hangzhou-bjq/141539151.html?s=sou_sou_soulb&t=0_0,主播,仁和药业股份有限公司,5-8千,杭州-滨江区,1年经验,大专,已上市,制药/生物工程
https://jobs.51job.com/shenzhen-luohuqu/141124626.html?s=sou_sou_soulb&t=0_0,汽车主播,深圳恒信奥龙汽车销售服务有限公司,1-2万,深圳-罗湖区,1年经验,大专,民营,汽车
https://jobs.51job.com/nanjing-jnq/144359508.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/hangzhou-xsq/140677374.html?s=sou_sou_soulb&t=0_0,音频（不露脸）主播,石家庄博麟文化传媒有限公司,1-1.5万,杭州-萧山区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/guangzhou/129302757.html?s=sou_sou_soulb&t=0_0,主播助理/助播,广州简木商贸有限公司,8千-1万,广州,1年经验,大专,民营,互联网/电子商务
https://jobs.51job.com/nanchang-hgt/141485683.html?s=sou_sou_soulb&t=0_0,主播,仁和药业股份有限公司,4-5千,南昌-红谷滩新区,1年经验,大专,已上市,制药/生物工程
https://jobs.51job.com/nanjing-jnq/144359109.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/shenzhen-lhq/141686004.html?s=sou_sou_soulb&t=0_0,急聘：抖音主播（高提成）,广东小霸王实业有限公司,8千-1.6万,深圳-龙华区,1年经验,高中,民营,互联网/电子商务
https://jobs.51job.com/dalian/144386317.html?s=sou_sou_soulb&t=0_0,JACK&JONES男装大连抖音主播,绫致时装（天津）有限公司,5-9千,大连,1年经验,大专,外资（欧美）,服装/纺织/皮革
https://jobs.51job.com/suzhou/140956404.html?s=sou_sou_soulb&t=0_0,音频不露脸主播,石家庄纪国文化传媒有限公司,9千-1.2万,苏州,无需经验,大专,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/nanjing-jnq/144359099.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/wuhan-hsq/143643857.html?s=sou_sou_soulb&t=0_0,抖音主播/知识主播/,武汉千谷川信息服务有限公司,7千-1.2万,武汉-洪山区,1年经验,大专,民营,教育/培训/院校
https://jobs.51job.com/kunming-ans/144387166.html?s=sou_sou_soulb&t=0_0,抖音主播,昆明路华劳务分包有限公司经开分公司,5千-1万,昆明-安宁市,无需经验,无学历要求,民营,专业服务(咨询、人力资源、财会)
https://jobs.51job.com/shenzhen-lhq/143343285.html?s=sou_sou_soulb&t=0_0,抖音主播,深圳市威麦科技有限公司,7千-1万,深圳-龙华区,1年经验,中技/中专,民营,电子技术/半导体/集成电路
https://jobs.51job.com/nanjing-jnq/144359115.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/shenzhen-lhq/143050528.html?s=sou_sou_soulb&t=0_0,带货医学主播,深圳市管达建设工程有限公司,7-8千,深圳-龙华区,1年经验,无学历要求,民营,建筑/建材/工程
https://jobs.51job.com/lishui/140590842.html?s=sou_sou_soulb&t=0_0,主播（丽水）,浙江联众休闲度假有限公司,4-6千,丽水,1年经验,高中,民营,酒店/旅游
https://jobs.51job.com/guangzhou-pyq/142819795.html?s=sou_sou_soulb&t=0_0,直播运营（国际进口美妆）-主播/副播,广州伊韵电子商贸有限公司,5千-1万,广州-番禺区,1年经验,大专,民营,互联网/电子商务
https://jobs.51job.com/nanjing-jnq/144359134.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/wuhan-jaq/144000429.html?s=sou_sou_soulb&t=0_0,娱乐主播+包住+五险一金,武汉七八九传媒科技有限公司,8千-1万,武汉-江岸区,无需经验,无学历要求,民营,文字媒体/出版
https://jobs.51job.com/guangan/126325240.html?s=sou_sou_soulb&t=0_0,主播,广安祈鑫文化传媒有限公司,6千-1万,广安,无需经验,大专,创业公司,影视/媒体/艺术/文化传播
https://jobs.51job.com/hangzhou-xsq/143367289.html?s=sou_sou_soulb&t=0_0,珠宝主播,深圳市琦铭文化传媒有限公司,1.7-3万,杭州-萧山区,1年经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/nanjing-jnq/144359203.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/guangzhou-hdq/135240612.html?s=sou_sou_soulb&t=0_0,抖音主播,广州长生康生物科技有限公司,6千-1.2万,广州-花都区,1年经验,无学历要求,民营,制药/生物工程
https://jobs.51job.com/guangzhou-byq/131658259.html?s=sou_sou_soulb&t=0_0,游戏主播,广州望立网络科技有限公司,5千-1万,广州-白云区,1年经验,无学历要求,民营,互联网/电子商务
https://jobs.51job.com/nanchang/142598383.html?s=sou_sou_soulb&t=0_0,主播,江西陈香老酒实业有限公司,5-6千,南昌,1年经验,大专,民营,快速消费品(食品、饮料、化妆品)
https://jobs.51job.com/nanjing-jnq/144359121.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/yangjiang/144200149.html?s=sou_sou_soulb&t=0_0,高薪高提成抖音主播,广东唯纳健康产业集团有限公司,1-1.5万,阳江,1年经验,大专,民营,批发/零售
https://jobs.51job.com/hangzhou/144220303.html?s=sou_sou_soulb&t=0_0,主播运营,东台市苏江文化传媒有限公司,2-4万,杭州,无需经验,本科,创业公司,影视/媒体/艺术/文化传播
https://jobs.51job.com/qingdao-cyq/144367203.html?s=sou_sou_soulb&t=0_0,主播,华初生物科技（山东）有限公司,6千-1.2万,青岛-城阳区,1年经验,大专,民营,快速消费品(食品、饮料、化妆品)
https://jobs.51job.com/nanjing-jnq/144359120.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/hadongbin-dlq/136498106.html?s=sou_sou_soulb&t=0_0,娱乐主播线上运营经纪人月薪5000,齐齐哈尔义胜文化传媒有限公司,1-1.5万,哈尔滨-道里区,无需经验,无学历要求,创业公司,影视/媒体/艺术/文化传播
https://jobs.51job.com/shenzhen-lgq/144386544.html?s=sou_sou_soulb&t=0_0,平台主播,深圳市茂骏投资有限公司,8千-1.5万,深圳-龙岗区,1年经验,中技/中专,民营,房地产
https://jobs.51job.com/beijing/142676662.html?s=sou_sou_soulb&t=0_0,JACK&JONES男装西单大悦城抖音主播,绫致时装（天津）有限公司,0.8-1万,北京,无需经验,大专,外资（欧美）,服装/纺织/皮革
https://jobs.51job.com/nanjing-jnq/144359246.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/guangzhou-byq/131674266.html?s=sou_sou_soulb&t=0_0,网络主播（底薪高无责）,广州望立网络科技有限公司,5千-1万,广州-白云区,1年经验,无学历要求,民营,互联网/电子商务
https://jobs.51job.com/shenzhen-ftq/143807861.html?s=sou_sou_soulb&t=0_0,急招抖音主播,闹闹虎（深圳）科技有限公司,2-3万,深圳-福田区,3-4年经验,大专,民营,奢侈品/收藏品/工艺品/珠宝
https://jobs.51job.com/shenzhen-lgq/138540020.html?s=sou_sou_soulb&t=0_0,B-主播,深圳市沃特沃德股份有限公司,8千-1.2万,深圳-龙岗区,无需经验,大专,民营,通信/电信/网络设备
https://jobs.51job.com/nanjing-jnq/144359387.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/hangzhou-xsq/142176590.html?s=sou_sou_soulb&t=0_0,主播助理,杭州依舍含香生物科技有限公司,8千-1.2万,杭州-萧山区,1年经验,高中,民营,制药/生物工程
https://jobs.51job.com/kunming/144369191.html?s=sou_sou_soulb&t=0_0,主播/主持人,云上茶驿供应链管理（云南）有限公司,1.2-2.4万,昆明,3-4年经验,高中,民营,交通/运输/物流
https://jobs.51job.com/dongguan-hmz/144332817.html?s=sou_sou_soulb&t=0_0,直播主播,广东喜中喜科技有限公司,8千-1.5万,东莞-洪梅镇,3-4年经验,高中,民营,计算机软件
https://jobs.51job.com/nanjing-jnq/144359370.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/xiamen-smq/141207297.html?s=sou_sou_soulb&t=0_0,直播主播,山图酒业股份有限公司,8千-1万,厦门-思明区,1年经验,高中,民营,快速消费品(食品、饮料、化妆品)
https://jobs.51job.com/chengdu-jjq/143033607.html?s=sou_sou_soulb&t=0_0,汽车主播,成都新元素红旗汽车销售服务有限公司,8千-1.2万,成都-锦江区,1年经验,大专,民营,汽车
https://jobs.51job.com/suzhoue/144268771.html?s=sou_sou_soulb&t=0_0,主播,安徽寰盛亚太贸易有限公司,8千-1.6万,宿州,2年经验,大专,民营,快速消费品(食品、饮料、化妆品)
https://jobs.51job.com/nanjing-jnq/144359384.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/shenzhen-baq/144370954.html?s=sou_sou_soulb&t=0_0,主播,深圳市优化新材料科技有限公司,6千-1万,深圳-宝安区,3-4年经验,大专,民营,原材料和加工
https://jobs.51job.com/xian-ytq/143830829.html?s=sou_sou_soulb&t=0_0,主播,陕西金箔书业集团有限公司,5-6千,西安-雁塔区,1年经验,大专,民营,文字媒体/出版
https://jobs.51job.com/shanghai-bsq/143177578.html?s=sou_sou_soulb&t=0_0,主播,上海北极鲜国际贸易有限公司,1-1.5万,上海-宝山区,1年经验,无学历要求,民营,金融/投资/证券
https://jobs.51job.com/nanjing-jnq/144359231.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/shaoxing-szs/144329795.html?s=sou_sou_soulb&t=0_0,电商主播,浙江板川电器有限公司,5千-1万,绍兴-嵊州市,1年经验,大专,民营,家具/家电/玩具/礼品
https://jobs.51job.com/dalian/144365676.html?s=sou_sou_soulb&t=0_0,直播主播（学习产品）(J32695),大连新东方培训学校,6千-1万,大连,无需经验,本科,民营,教育/培训/院校
https://jobs.51job.com/yueyang/144343237.html?s=sou_sou_soulb&t=0_0,新媒体主播（奔驰）,岳阳华星锦业汽车销售服务有限公司,5-8千,岳阳,2年经验,大专,民营,汽车
https://jobs.51job.com/nanjing-jnq/144359391.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/shenzhen-lgq/144334195.html?s=sou_sou_soulb&t=0_0,抖音主播,深圳新易能科技有限公司,8千-1.5万,深圳-龙岗区,1年经验,无学历要求,民营,贸易/进出口
https://jobs.51job.com/shenzhen-lgq/142362791.html?s=sou_sou_soulb&t=0_0,网络主播,深圳市仙之宝食品有限公司,5千-1万,深圳-龙岗区,2年经验,大专,民营,快速消费品(食品、饮料、化妆品)
https://jobs.51job.com/shanghai/137776621.html?s=sou_sou_soulb&t=0_0,电商主播（抖音方向）,上海庆顺网络科技有限公司,8千-1.5万,上海,2年经验,无学历要求,合资,互联网/电子商务
https://jobs.51job.com/nanjing-jnq/144359392.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/wuxi-bhq/143631602.html?s=sou_sou_soulb&t=0_0,电商主播（无锡）,江苏欧莱美激光科技有限公司,7千-1.2万,无锡-滨湖区,1年经验,无学历要求,合资,互联网/电子商务
https://jobs.51job.com/dongguan-dcq/144308499.html?s=sou_sou_soulb&t=0_0,电商主播,钻石世家国际珠宝有限公司,6千-1.2万,东莞-东城区,1年经验,大专,民营,奢侈品/收藏品/工艺品/珠宝
https://jobs.51job.com/shaoxing/144268892.html?s=sou_sou_soulb&t=0_0,主播（带货）,浙江塔牌绍兴酒有限公司,7千-1.2万,绍兴,1年经验,大专,国企,快速消费品(食品、饮料、化妆品)
https://jobs.51job.com/nanjing-jnq/144359572.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/shenzhen-lgq/144433269.html?s=sou_sou_soulb&t=0_0,抖音主播,深圳市立视文化传媒有限公司,8千-1万,深圳-龙岗区,1年经验,高中,民营,计算机软件
https://jobs.51job.com/yangjiang/143238118.html?s=sou_sou_soulb&t=0_0,抖音主播,阳江市长科工贸实业有限公司,6-8千,阳江,2年经验,大专,民营,贸易/进出口
https://jobs.51job.com/hangzhou/144220891.html?s=sou_sou_soulb&t=0_0,主播运营,东台市苏江文化传媒有限公司,2-4万,杭州,无需经验,本科,创业公司,影视/媒体/艺术/文化传播
https://jobs.51job.com/nanjing-jnq/144359580.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/guangzhou-pyq/144296610.html?s=sou_sou_soulb&t=0_0,视频号女装主播（撤柜）,深圳市宝安区沙井仟衣汇佰制衣厂,6千-1.2万,广州-番禺区,1年经验,高中,民营,服装/纺织/皮革
https://jobs.51job.com/suzhou-wzq/140195465.html?s=sou_sou_soulb&t=0_0,抖音主播,苏州市味知香食品股份有限公司,8千-1.3万·13薪,苏州-吴中区,1年经验,无学历要求,已上市,快速消费品(食品、饮料、化妆品)
https://jobs.51job.com/hangzhou/144220306.html?s=sou_sou_soulb&t=0_0,主播运营,东台市苏江文化传媒有限公司,2-4万,杭州,无需经验,本科,创业公司,影视/媒体/艺术/文化传播
https://jobs.51job.com/nanjing-jnq/144359510.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/shenzhen-lgq/144361868.html?s=sou_sou_soulb&t=0_0,英文主播销售,深圳市简诚发展有限公司,1-1.5万,深圳-龙岗区,2年经验,本科,民营,贸易/进出口
https://jobs.51job.com/guangzhou-byq/140964184.html?s=sou_sou_soulb&t=0_0,抖音游戏主播（底薪高无责）,广州望立网络科技有限公司,6千-1.2万,广州-白云区,1年经验,中技/中专,民营,互联网/电子商务
https://jobs.51job.com/shenzhen-nsq/144403091.html?s=sou_sou_soulb&t=0_0,主播（可线上在家/高提成高保底/时间自由/0经验亦可）,深圳德莱尼网络科技有限公司,1.5-2万,深圳-南山区,无需经验,无学历要求,民营,网络游戏
https://jobs.51job.com/nanjing-jnq/144359571.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/shanghai-mhq/143677726.html?s=sou_sou_soulb&t=0_0,抖音主播,武狄实业（上海）有限公司,8千-1.5万,上海-闵行区,1年经验,大专,民营,互联网/电子商务
https://jobs.51job.com/suzhou-gxq/138419015.html?s=sou_sou_soulb&t=0_0,网络主播,苏州潮创文化传播有限公司,1-1.5万,苏州-高新区,无需经验,无学历要求,创业公司,影视/媒体/艺术/文化传播
https://jobs.51job.com/suzhou-gsq/143998271.html?s=sou_sou_soulb&t=0_0,抖音带货（线下销售转型）主播,北京智慧云端文化传播有限公司,1-1.5万,苏州-姑苏区,1年经验,大专,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/nanjing-jnq/144359568.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
https://jobs.51job.com/guangzhou-thq/142121882.html?s=sou_sou_soulb&t=0_0,抖音主播（入职五险一金）,上海右盛服饰有限公司,8千-1.5万·13薪,广州-天河区,1年经验,中技/中专,民营,服装/纺织/皮革
https://jobs.51job.com/shanghai-fxq/144080390.html?s=sou_sou_soulb&t=0_0,抖音主播,上海皮尔萨管业有限公司,7.5千-1.5万,上海-奉贤区,无需经验,大专,民营,建筑/建材/工程
https://jobs.51job.com/shanghai-jdq/121865655.html?s=sou_sou_soulb&t=0_0,直播/播/带货主播/淘宝主播,上海易旅实业有限公司,5千-1万,上海-嘉定区,无需经验,中技/中专,民营,互联网/电子商务
https://jobs.51job.com/nanjing-jnq/144359244.html?s=sou_sou_soulb&t=0_0,语音主播不露脸 弹性工作 待遇佳,南京众赢益通网络科技有限公司,8千-1万,南京-江宁区,无需经验,无学历要求,民营,计算机软件
